Sentence,Opinion
"On 22 April 1915, at the Second Battle of Ypres, the Germans (violating the Hague Convention) used chlorine gas for the first time on the Western Front.",0
"Anzac Day, commemorating the Australian and New Zealand Army Corps, celebrates this defining moment.",0
The emergence of great factories and the concomitant immense growth in coal consumption gave rise to an unprecedented level of air pollution in industrial centers; after 1900 the large volume of industrial chemical discharges added to the growing load of untreated human waste.,0
"The treaty laid down the organisation of the divisions and support units, and the General Staff was to be dissolved.",0
Obama is frequently referred to as an exceptional orator.,0
I would definitely stay here again for the location and the great customer service.,1
The room was very clean and tidy although a little small.,1
"Upon plugging my Nuvi 255w in the PC for the first time, it immediately informed me of both a software update and a map update.",1
"After the establishment of the weixin zhengfu (the collaborating government) in 1938, order was gradually restored in Nanking and atrocities by Japanese troops lessened considerably.",0
Their interpretation of the October Revolution as a violent coup organized by a proto-totalitarian party reinforced to them the idea that totalitarianism was an inherent part of Soviet history.,0
"For the price I couldn't have asked for a better performing, comfortable and stylish whip.",1
It is a 2 block walk to the wharf and the location is very convenient.,1
Gas mileage is great for a vehicle with this type of performance.,1
We were very pleased with the hotel's location right in the heart of Fisherman's Wharf North Beach.,1
"The Netherlands has been a constitutional monarchy since 1815, and due to the efforts of Johan Rudolph Thorbecke, a parliamentary democracy since 1848.",0
We have 4 children and we booked two adjoining rooms.,1
I'm generally enjoying these navigation changes.,1
Nice clean rooms and a spaciousbathroom.,1
"The biggest Bolshevik strongholds were in the cities, particularly Petrograd, with support much more mixed in rural areas.",0
This new Camry is indeed very comfortable with quiet and soft ride.,1
"The rooms were sleek and cool, great views.",1
The location couldn't be better in my opinion.,1
A great hotel in a great location.,1
The transmission constantly shifts back and forth between gears.,1
"The Austro-Hungarian authorities encouraged the subsequent anti-Serb riots in Sarajevo, in which Bosnian Croats and Bosniaks killed two Bosnian Serbs and damaged numerous Serb-owned buildings.",0
"Smooth responsive acceleration,top of the line high quality supple comfy leather seats.",1
"Obama sponsored legislation that would have required nuclear plant owners to notify state and local authorities of radioactive leaks, but the bill failed to pass in the full Senate after being heavily modified in committee.",0
The rooms were nice and the staff was very friendly.,1
"This immediately initiated the establishment of the Russian Socialist Federative Soviet Republic, the world's first self-proclaimed socialist state.",0
The force of a rapidly growing population against a limited amount of land meant diminishing returns to labour.,0
"Within macroeconomics there is, in general order of their appearance in the literature; classical economics, Keynesian economics, the neoclassical synthesis, post-Keynesian economics, monetarism, new classical economics, and supply-side economics.",0
"Japan is a stratovolcanic archipelago consisting of about 6,852 islands.",0
"Looks are great and interior is comfortable, but it\?",1
The first day I got it,1
was at the Sofitel &amp  ,1
"With the exception of the san'yaku-ranked wrestlers, the first bouts tend to be between wrestlers who are within a few ranks of each other.",0
"Her promised share of German reparations never materialized, and a seat she coveted on the executive council of the new League of Nations went instead to Spain—which had remained neutral in the war.",0
"In 2008, the Dutch Central Bureau for Statistics (CBS) registered 387,000 first- and second-generation Indos living in the Netherlands.",0
The tribunal passed judgements ranging from acquittal to death by hanging.,0
Free Wireless internet access.,1
